recorded,citroen,9
recorded,renault,4
recorded,honda,0
recorded,renault,9
recorded,toyota,0
recorded,nissan,7
recorded,fiat,0
recorded,chevrolet,0
recorded,hyundai,3
recorded,ford,4
recorded,peugeot,0
recorded,opel,0
recorded,honda,0
recorded,honda,3
recorded,mercedes,3
recorded,bmw,0
recorded,volvo,0
recorded,citroen,7
recorded,volkswagen,0
recorded,alfaromeo,0
recorded,citroen,10
recorded,renault,0
recorded,honda,0
recorded,renault,1
recorded,toyota,0
recorded,nissan,6
recorded,fiat,0
recorded,chevrolet,0
recorded,hyundai,0
recorded,ford,8
recorded,peugeot,0
recorded,opel,0
recorded,honda,8
recorded,honda,0
recorded,mercedes,6
recorded,bmw,3
recorded,volvo,0
recorded,citroen,8
recorded,volkswagen,8
recorded,alfaromeo,0
recorded,citroen,7
recorded,renault,3
recorded,honda,2
recorded,renault,2
recorded,toyota,1
recorded,nissan,8
recorded,fiat,0
recorded,chevrolet,0
recorded,hyundai,0
recorded,ford,10
recorded,peugeot,0
recorded,opel,0
recorded,honda,16
recorded,honda,0
recorded,mercedes,7
recorded,bmw,4
recorded,volvo,0
recorded,citroen,16
recorded,volkswagen,4
recorded,alfaromeo,0
recorded,citroen,3
recorded,renault,1
recorded,honda,10
recorded,renault,0
recorded,toyota,2
recorded,nissan,5
recorded,fiat,5
recorded,chevrolet,0
recorded,hyundai,0
recorded,ford,10
recorded,peugeot,0
recorded,opel,0
recorded,honda,11
recorded,honda,9
recorded,mercedes,3
recorded,bmw,0
recorded,volvo,0
recorded,citroen,21
recorded,volkswagen,11
recorded,alfaromeo,2
recorded,citroen,10
recorded,renault,7
recorded,honda,12
recorded,renault,8
recorded,toyota,0
recorded,nissan,4
recorded,fiat,5
recorded,chevrolet,0
recorded,hyundai,8
recorded,ford,14
recorded,peugeot,0
recorded,opel,0
recorded,honda,7
recorded,honda,0
recorded,mercedes,0
recorded,bmw,0
recorded,volvo,0
recorded,citroen,12
recorded,volkswagen,19
recorded,alfaromeo,4
recorded,citroen,7
recorded,renault,13
recorded,honda,16
recorded,renault,0
recorded,toyota,2
recorded,nissan,6
recorded,fiat,13
recorded,chevrolet,9
recorded,hyundai,14
recorded,ford,14
recorded,peugeot,4
recorded,opel,0
recorded,honda,4
recorded,honda,2
recorded,mercedes,0
recorded,bmw,0
recorded,volvo,9
recorded,citroen,14
recorded,volkswagen,27
recorded,alfaromeo,3
recorded,citroen,9
recorded,renault,10
recorded,honda,14
recorded,renault,0
recorded,toyota,5
recorded,nissan,15
recorded,fiat,19
recorded,chevrolet,15
recorded,hyundai,7
recorded,ford,17
recorded,peugeot,0
recorded,opel,0
recorded,honda,5
recorded,honda,0
recorded,mercedes,2
recorded,bmw,2
recorded,volvo,0
recorded,citroen,15
recorded,volkswagen,33
recorded,alfaromeo,5
recorded,citroen,1
recorded,renault,9
recorded,honda,16
recorded,renault,0
recorded,toyota,0
recorded,nissan,15
recorded,fiat,23
recorded,chevrolet,16
recorded,hyundai,11
recorded,ford,9
recorded,peugeot,0
recorded,opel,0
recorded,honda,0
recorded,honda,0
recorded,mercedes,6
recorded,bmw,0
